,url,Position,Company,Location,Job_Description
1507,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1411&ao=567588&s=58&guid=0000016baeadc50792c64f535be4d6a0&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_e7c22f2a&cb=1562003752613&jobListingId=3182826882,Sr. Data Engineer,Nutanix,Bengaluru,"Responsibilities:- Provide technical design leadership with the responsibility to ensure the efficient use of resources, the selection of appropriate technology, and use of appropriate design methodologies.- Work closely with business/product stakeholders in understanding requirements and translating them to technical requirements.- Support and enhance data architecture, data instrumentation, define database schema, create ETL pipeÂ­line, generate reports etc.- Define and evangelize data warehouse fundamentals and best practices.- Work across the organization in optimizing data capture.Requirements:At least 5 years of experience in building big data pipelines using kafka,spark and other hadoop eco system tools. Â· Strong experience in any Big Data technologies like Kafka, Spark, Hadoop, HDFS etc. Â· Excellent knowledge in optimizing large-scale data systems for scalability, resiliency and performance. Â· Excellent skills in database schema design and SQL Â· Experience with business critical environment and production systems. . Good to have knowledge on installation set up of whole hadoop cluster. Â· Bachelor degree in technical field (Physics, Mathematics, Statistics, Computer Science, Engineering, etc.)"
1508,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1216&ao=437149&s=58&guid=0000016baead6f72aa0ae4156a657a80&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_187406a5&cb=1562003730776&jobListingId=3229965649,Data Engineer,Rupeek,Bengaluru," We are looking for a savvy Data Engineer to join our growing team of analytics experts. The hire will be responsible for expanding and optimizing our data and data pipeline architecture, as well as optimizing data flow and collection for cross functional teams. The ideal candidate is an experienced data pipeline builder and data wrangler who enjoys optimizing data systems and building them from the ground up. The Data Engineer will support our software developers, data analysts and data scientists on data initiatives and will ensure optimal data delivery architecture is consistent throughout ongoing projects.  They must be self-directed and comfortable supporting the data needs of multiple teams, systems and products. The right candidate will be excited by the prospect of optimizing or even re-designing our company's data architecture to support our next generation of products and data initiatives. Responsibilities: Create and maintain optimal data pipeline architecture.  Assemble large, complex data sets that meet functional / non-functional business requirements. Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc.  Build the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources using SQL, Spark/Python.  Build analytics tools that utilize the data pipeline to provide actionable insights into customer acquisition, expansion, operational efficiency and other key business performance metrics.  Work with stakeholders including the Executive, Product, Data and Design teams to assist with data-related technical issues and support their data infrastructure needs.  Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.  Work with data and analytics experts to strive for greater functionality in our data systems. Requirements: 3+ years of experience in a Data Engineer role.  Advanced working SQL knowledge and experience working with relational databases.  Strong understanding of data modeling and data warehousing techniques.  Experience building and optimizing data pipelines using spark.  Experience performing root cause analysis on internal and external data and processes to answer specific business questions and identify opportunities for improvement.  Strong analytic skills related to working with unstructured datasets.  A successful history of manipulating, processing and extracting value from large disconnected datasets. Experience with distributed data/computing tools: Map/Reduce, Hadoop, Hive, Spark.  Experience with relational SQL and NoSQL databases, including Postgres and Cassandra. Experience with workflow management tools: Azkaban, Luigi, Airflow, etc.  Experience with cloud platform, preferably AWS. Experience with stream-processing systems: Flink/ Storm/ Spark-Streaming and messaging queues. Strong object-oriented/object function scripting languages: Python, Java, Scala.  Knowledge of machine learning techniques (regression, clustering, decision trees) and their real-world advantages/drawbacks."
1509,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2828&ao=437149&s=58&guid=0000016baeafa65a98836b4f5999adf7&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_cf8f291c&cb=1562003875887&jobListingId=3200687311,Software Engineer - Data,Fidelity Investments,Bengaluru,"(Job Number: 1902470)  The Senior Data Engineer will be part of a team delivering the CTG Technology Management Data Platform (Lake) for Fidelity. The CTG Technology Management Data Platform is a complex multi-faceted data ingestion, storage and extraction environment containing unstructured, semi-structured and modelled data in support of enterprise-wide use cases.  The expertise weâ€™re looking for  Bachelors or Masterâ€™s degree in Computer Science or Engineering or equivalent.  The desire and ability to work with diverse and often large datasets.  Parsing and understanding the data and taking the lead in building managing and operationalizing data pipelines, which involves being adept in coding and programming languages.  Working side-by-side with domain experts in business groups and with Data Scientists and analysts to frame the business problem, integrate the needed data and determine the best way to provision that data on demand.  Using knowledge of various development and deployment environments on-premises, in the cloud and across multicloud environments.  Experience with Agile development processes and Lean principles.  The purpose of your role  The successful candidate will be involved in all aspects of data engineering. They will be part of a team that delivers a wealth of Technology Management data to the enterprise.  The skills you bring  A passion for data engineering and a deep desire to solve customer problems  The ability to support Data Scientists in training, developing, operationalizing and putting data science models into production, which involves being informed about data science technologies and languages.  Being creative, collaborative and acting a â€˜Data Guruâ€™ to assist the business with integrating existing and new analytics and data science and data models in the current business processes and making sense of the results.  Evangelizing data management in the organisation to constantly study and suggest new ways of provisioning the right data to the right people at the right time. This will improve the productivity and time to market for existing and new data and analytics use-cases.  Strong communication skills, both written and oral.  How your work impacts the organization  The IT Enablement Center (ITEC) is responsible for delivering innovative, scalable, industry leading data, analytics and process solutions for Fidelity. Data Engineering is central to all that we do.  At Fidelity, we are focused on making our financial expertise broadly accessible and effective in helping people live the lives they want. We are a privately held company that places a high degree of value in creating and nurturing a work environment that attracts the best talent and reflects our commitment to our associates. Fidelity established an Ireland presence in 1996 and we currently employ 1000 staff across IT and shared services, with offices in Dublin (City West) and Galway (Parkmore East).  For information about working at Fidelity, visit www.fidelity.com  Fidelity Investments is an equal opportunity employer.  Technology  Primary LocationIN-KRN-Bangalore  Job LevelIndividual Contributor  Education LevelBachelor's Degree (Â±16 years)  FMR India Business UnitTechnology Services  OrganizationIndia BG  Job Posting DateMar 13, 2019, 12:11:42 AM"
1512,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1524&ao=136249&s=58&guid=0000016baeade353b462a8951a2c366c&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_6a1a7f3a&cb=1562003760389&jobListingId=3280811884,Data Scientist - 6 to 13 years,Capgemini,Bengaluru,"
Short Description

Data Scientist - 6 to 9 Years - Bangalore

Qualifications

Bachelors/Masters

Job Responsibilities

Proven track record in data analytics either in a commercial or research setting.

Expert balance of statistical knowledge, machine learning and coding skills.

Good communication and data storytelling skills.

Willingness to learn, ability to think skeptically about problems and results, curious to explore new techniques and domains.

Not afraid of working with high volume and/or untidy data.

Expert knowledge of R and/or Python essential and the ability to learn new techniques is key.

Know-how in Hadoop ecosystem is key.

Ability to work independently in a quickly evolving environment.

Skills

Analytics / mathematics (understanding the math behind) Modelling (mathematics)

Statistics (test hypotheses, data distribution, etc)

Clustering (kmeans, hierarchical, etc)

Classification (logistic regression, svm, decision tree, random forest, neural network)

Regression (linear regression, decision tree, random forest, neural network)

Classical optimisation (gradient descent, newton rapshon, etc)

Graph theory (network analytics)

Heuristic optimisation (genetic algorithm, swarm theory)

Deep leaning (lstm, convolutional nn, recurrent nn)

Agent based modelling

Vizualisation Qlick view, Tableau, â€¦

Matplotlib, seaborn, etc

ggplot

Excel, thinkcell

D3js

Languages Python (pandas, scikit, sklearn)

Scala

Spark (sql, ml, graphX, streaming)

SQL/PostgreSQL

R

Tools/IDE Notebooks (jupyter notebook, zeppeling, databricks)

Neo4j

Tableau

Hive/Impala/Hbase

OCR (tesseract)

Data management Extracting data (web scraping)

Data cleaning (imputation, missing values detection)

Data exploration (corelation, outliers detection, trends, etc)

Text mining (TFID, n-grams, lemming, stemming, NLP)

Image processing

Data loading (jdbc connection, connection to database, FTP connection)

Table profiler automation

Table comparer automation

Engineering Code packaging

ETL

Environment configuration (versioning, packages installation)

Tools Hadoop

Yarn

Spark

Oozie

Hive/Impala/Hbase
"
1513,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2514&ao=132976&s=58&guid=0000016baeaf4089b7fd28dcede3deff&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_4ad32109&cb=1562003849871&jobListingId=3133664316,CIMD - Marcus by Goldman Sachs - Consumer Data - Analyst/Associate,Goldman Sachs,Bengaluru,"MORE ABOUT THIS JOBConsumer and Investment Management (CIMD)

The Consumer and Investment Management Division includes Goldman Sachs Asset Management (GSAM), Private Wealth Management (PWM) and our Consumer business (Marcus by Goldman Sachs). We provide asset management, wealth management and banking expertise to consumers and institutions around the world. CIMD partners with various teams across the firm to help individuals and institutions navigate changing markets and take control of their financial lives.

Consumer

Consumer, externally known as Marcus by Goldman Sachs, is comprised of the firmâ€™s digitally-led consumer businesses, which include our deposits and lending businesses, as well as our personal financial management app, Clarity Money. Consumer combines the strength and heritage of a 150-year-old financial institution with the agility and entrepreneurial spirit of a tech start-up. Through the use of machine learning and intuitive design, we provide customers with powerful tools that are grounded in value, transparency and simplicity to help them make smarter decisions about their moneyRESPONSIBILITIES AND QUALIFICATIONSJob Summary & Responsibilities

Rapidly prototype early-stage solutions, design and evaluate predictive models and advanced algorithms to drive business decisions throughout the customer lifecycle
Understand the systems and the business processes that populate those systems with data
Carry out data processing including statistical analysis, variable selection, and dimensionality reduction, custom attribute engineering, as well as the evaluation of new data sources
Leverage methods from diverse disciplines such as traditional modeling, machine learning, deep learning, artificial intelligence, statistical modelling, information theory, information retrieval and other areas to gain customer insights, draw conclusions and implement them with business partners
Partner with technology to implement models/algorithms in production
Understand finance, banking regulation and performance metrics including ROE and ROA
Create mathematical models of financial instruments including structured products to conduct valuation and to compute risk metrics
Document your assumptions and methodologies, as well as carry out validation and testing to facilitate peer reviews and independent model validation
Think strategically proposing new business metrics or suggesting alternatives, creating highly interpretive models that imply new context and new semantics for data

Basic Qualifications

BS/MS or PhD in a quantitative field - Applied Mathematics, Physics, Engineering, Computer Science, Statistics, Econometrics and other Quantitative fields
Quantitative background including an understanding of data science, probability and statistics
Strong programming background in compiled or scripting languages (C/C++, Python, R, Java)
Ability to explain complex models and analysis to diverse audience

Preferred Qualifications

Experience in Consumer Lending, developing Underwriting, Collections or Marketing models
Familiarity with advanced ML models - neural networks (feed forward, CNNs, RNNs, LSTM), Hidden Markov Models, random forests, SVMs, multivariate analysis, clustering, dimensionality reduction or participation in Kaggle data science competitions
Experience with distributed computing (Hadoop, Spark)


ABOUT GOLDMAN SACHSThe Goldman Sachs Group, Inc. is a leading global investment banking, securities and investment management firm that provides a wide range of financial services to a substantial and diversified client base that includes corporations, financial institutions, governments and individuals. Founded in 1869, the firm is headquartered in New York and maintains offices in all major financial centers around the world.Â© The Goldman Sachs Group, Inc., 2019. All rights reserved Goldman Sachs is an equal employment/affirmative action employer Female/Minority/Disability/Vet."
1515,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1226&ao=433315&s=58&guid=0000016baead6f72aa0ae4156a657a80&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_58050c75&cb=1562003730784&jobListingId=3158125519,Senior Data Engineer,Hewlett Packard Enterprise,Bengaluru,"Responsibilities:Build and Maintain data pipelines for PoCs/Analytics/Data ScienceFlexible in timings to work with global teamsProvide guidance and mentoring to less- experienced staff membersEducation and Experience Required:Bachelor's or Master's degree in Computer Science, Information Systems, or equivalent.Typically 6-10 years experience.Knowledge and Skills:Understanding of big data pipelinesExperience in leading a teamHands-on experience in building or maintaining data solutions using Kafka/Spark/Hadoop/Cassandra or similartechnologies in public and hybrid cloud environments.Experience working in any of the cloud computing environments such as AWS, Azure and GCP.Experience in one or more of programming/scripting languages such as Scala/Java/Python/AnsibleAbility to learn new technologies quicklyStrong written and verbal communication skills1041793"
1516,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2809&ao=437149&s=58&guid=0000016baeafa65a98836b4f5999adf7&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_33398c05&cb=1562003875866&jobListingId=3200798696,Computer Scientist Researcher Machine Intelligence,Bengaluru,Bengaluru,"Responsibilities:Build and Maintain data pipelines for PoCs/Analytics/Data ScienceFlexible in timings to work with global teamsProvide guidance and mentoring to less- experienced staff membersEducation and Experience Required:Bachelor's or Master's degree in Computer Science, Information Systems, or equivalent.Typically 6-10 years experience.Knowledge and Skills:Understanding of big data pipelinesExperience in leading a teamHands-on experience in building or maintaining data solutions using Kafka/Spark/Hadoop/Cassandra or similartechnologies in public and hybrid cloud environments.Experience working in any of the cloud computing environments such as AWS, Azure and GCP.Experience in one or more of programming/scripting languages such as Scala/Java/Python/AnsibleAbility to learn new technologies quicklyStrong written and verbal communication skills1041793"
1517,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1018&ao=437149&s=58&guid=0000016baead30f6aeffe6cf8d7d0935&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_626f3bd1&cb=1562003715345&jobListingId=3269959178,Executive - Data Science,Nielsen,Bengaluru," Executive - Data Science - 35007  Data Science - India Bangalore, Karnataka NAAbout Nielsen:Nielsen Holdings plc (NYSE: NLSN) is a global measurement and data analytics company that provides the most complete and trusted view available of consumers and markets worldwide. Our approach marries proprietary Nielsen data with other data sources to help clients around the world understand whats happening now, whats happening next, and how to best act on this knowledge. For more than 90 years Nielsen has provided data and analytics based on scientific rigor and innovation,continually developing new ways to answer the most important questions facing the media, advertising, retail and fast-moving consumer goods industries. An S&P 500 company, Nielsen has operations in over 100countries, covering more than 90% of the worlds population. For more information, visit www.nielsen.com . Job Type: Regular Primary Location: Bangalore , Karnataka Secondary Locations: , , , Travel: No"
1518,https://www.glassdoor.co.in/partner/jobListing.htm?pos=312&ao=437149&s=58&guid=0000016baeac4ef49bf2ad7919214954&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_9f45e82e&cb=1562003656979&jobListingId=3204355953,Data Scientist,General Electric,Bengaluru,"Role Summary:

The Data Scientist will be responsible for developing valuable algorithms, rules, KPIs and reports, working cross-functionally with Engineering, GRC, GE Digital, ITPE and others to address statistical, machine learning and data mining problems in an applied research environment. In this role, you will apply modern machine learning and statistical methods for finding structure and value in both large and small data sets.

Essential Responsibilities:

Identify data sets required to develop predictive models for solving internal and external business problems
Explore data sets and identify data transformation and data quality needs for targeted applications
Develop algorithms and predictive models to derive insights and business value from data
Test and validate algorithms and models using statistical and other techniques
Effectively communicate technical analyses and results to business management
Protect the Intellectual Property rights of the company
Work with technical teams in application and deployment of data mining methods
Perform exploratory, and targeted data analyses
Ensure proper definition of data needs, evaluation of data quality, and critique appropriate statistical analyses; for critical projects, perform needed analyses
Ensure proper definition of data needs, evaluation of data quality, and critique appropriate statistical analyses
Aware of and comply with the GEHC Quality Manual, Quality Management System, Quality Management Policy, Quality Goals, and applicable laws and regulations as they apply to this job type/position
Complete all planned Quality & Compliance training within the defined deadlines
Identify and report any quality or compliance concerns and take immediate corrective action as required
Lead continuous improvement activities by driving the implementation of process and product quality improvement initiatives

Qualifications/Requirements:

Bachelorâ€™s degree in Computer Science, Mathematics, or Engineering, or closely related fields
Minimum of 2-3 years of experience in data, analytics, or related industry
Practical understanding of the Data modeling concepts
Experience in one or more analytics software tools and packages e.g. Matlab, R, Python etc
Experience with SQL and one RDBMS product (Oracle, Teradata etc.)
Experience in software development and the software development lifecycle
Ability to clearly communicate program status, issues, risks, plans, etc. to leadership
Proven ability to create and maintain online and printed documentation
Effective team player and contributor with solid communication skills in interfacing with both team members and management
Able to simplify strategy into specific actions with clear accountability, make decisions with speed and accuracy based on best available information, and communicate priorities clearly and concisely.
Extremely knowledgeable in data concepts and technologies

Desired Characteristics:

Experience with Linux/Unix operating system, shell script, and perl
Experience with one BI visualization software (Tableau, Spotfire, etc.)
Experience with data extraction, data cleansing, data manipulation, ETL tools, and big data technologies, data dictionaries, and data management processes
Global mindset with ability to effectively work on distributed remote teams
Familiarity with IT Systems and software development
Experience / familiarity with Remote Monitoring & Diagnostics
Strong communication skills with ability to communicate effectively / clearly at different levels in the organization
Ability to work well in team environment
PhD. in Computer Science, Mathematics, Applied Statistics OR in ""STEM"" Majors (Science, Technology, Engineering and Math)
Experience to apply theoretical knowledge to solve industrial problems
Experience with integrated Big Data programming environments and Competency in major analytics software packages and programming environments (e.g. Hadoop / Map-Reduce, Mahout; Python, R, Java etc. in Big data paradigms)

About Us:

GE Healthcare provides transformational medical technologies that are shaping a new age of patient care. GE Healthcare's expertise in medical imaging and information technologies, medical diagnostics, patient monitoring and life support systems, disease research, drug discovery, and biopharmaceutical manufacturing technologies is helping physicians detect disease earlier and to tailor personalized treatments for patients.

GE Healthcare offers a broad range of products and services that are improving productivity in healthcare and enhancing patient care by enabling healthcare providers to better diagnose and treat cancer, heart disease, neurological diseases, and other conditions. Headquartered in the United Kingdom, GE Healthcare is a $15 billion unit of General Electric Company (NYSE: GE). Worldwide, GE Healthcare employs more than 43,000 people committed to serving healthcare professionals and their patients in more than 100 countries.

GE is an equal opportunity employer.

Locations: India; Bengaluru"
1519,https://www.glassdoor.co.in/partner/jobListing.htm?pos=2220&ao=4120&s=58&guid=0000016baeaee421b9943164e607bbd2&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&ea=1&cs=1_1d69622d&cb=1562003826206&jobListingId=2557412827,Senior Big data Analyst,Molecular Connections,Bengaluru,"Title Senior Big data Analyst

Category  IT

Education BE/BTech/M.Tech

Experience 3 â€“ 5 years

Location Bangalore

Responsibilities


Selecting and integrating any Big Data tools and frameworks required to provide requested capabilities

Implementing ETL process

Monitoring performance and advising any necessary infrastructure changes

Defining data retention policies



Skills and Qualifications


Proficient understanding of distributed computing principles

Management of Hadoop cluster, with all included services

Ability to solve any ongoing issues with operating the cluster

Proficiency with Hadoop v2, MapReduce, HDFS

Experience with building stream-processing systems, using solutions such as Storm or Spark-Streaming

Good knowledge of Big Data querying tools, such as Pig, Hive, and Impala

Experience with Spark

Experience with integration of data from multiple data sources

Experience with NoSQL databases, such as HBase, Cassandra, MongoDB

Knowledge of various ETL techniques and frameworks, such as Flume

Experience with various messaging systems, such as Kafka or RabbitMQ

Experience with Big Data ML toolkits, such as Mahout, SparkML, or H2O

Good understanding of Lambda Architecture, along with its advantages and drawbacks

Experience with Cloudera/MapR/Hortonworks


Please submit your application for the above opening(s) to hiring.technology@molecularconnections.com."
1520,https://www.glassdoor.co.in/partner/jobListing.htm?pos=722&ao=37049&s=58&guid=0000016baeacd17180fc1f5efc998aed&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_3df45d58&cb=1562003690299&jobListingId=3065416990,Data Scientist,Zeta Interactive,Bengaluru,"Essential Responsibilities



Data Scientist will be responsible for designing and executing processes related to predictive / analytical modeling, data mining, and research on large scale, complex data sets, using statistical, machine learning, graph modeling, text mining and other modern techniques.
This individual will also be responsible for collaborating with various teams, and provide periodic updates through presentations and prototype demonstrations


Desired Characteristics



3-6 years as hands on analytics professional with deep experience and expertise in data preparation, exploratory data analysis, advanced analytical modeling and business visualization â€¢ Interest/ability to understand business problems and use data science to resolve the business problems â€¢ Excellent understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, etc â€¢ Experience with common data science toolkits, such as R, Weka, NumPy, MatLab, etc â€¢ Experience with big data technologies â€“ Hadoop, Spark, Kafka, flume etc is a plus â€¢ Experience with R, Python, SAS, SQL and nosql databases is plus â€¢ Ability to work with remote teams â€¢ Excellent communication skillsEssential Responsibilities
Data Scientist will be responsible for designing and executing processes related to predictive / analytical modeling, data mining, and research on large scale, complex data sets, using statistical, machine learning, graph modeling, text mining and other modern techniques.
This individual will also be responsible for collaborating with various teams, and provide periodic updates through presentations and prototype demonstrations.


Desired Characteristics



3-6 years as hands on analytics professional with deep experience and expertise in data preparation, exploratory data analysis, advanced analytical modeling and business visualization â€¢ Interest/ability to understand business problems and use data science to resolve the business problems â€¢ Excellent understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, etc â€¢ Experience with common data science toolkits, such as R, Weka, NumPy, MatLab, etc â€¢ Experience with big data technologies â€“ Hadoop, Spark, Kafka, flume etc is a plus â€¢ Experience with R, Python, SAS, SQL and nosql databases is plus â€¢ Ability to work with remote teams â€¢ Excellent communication skills
"
1522,https://www.glassdoor.co.in/partner/jobListing.htm?pos=407&ao=437149&s=58&guid=0000016baeac7587be95eddabde7cc60&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_e2fcaf69&cb=1562003666772&jobListingId=3283280146,Data Scientist,Saksoft,Bengaluru,"We are looking for a Data Scientist who will help us discover the information hidden in vast amounts of data, and help us make smarter decisions to deliver even better products. Your primary focus will be in applying data mining techniques, doing statistical analysis, and building high quality prediction systems integrated with products / applications.

Responsibilities

Selecting features, building and optimizing classifiers using machine learning techniques

Data mining using state-of-the-art methods

Extending companyâ€™s data with third party sources of information when needed

Enhancing data collection procedures to include information that is relevant for building analytic systems

Processing, cleansing, and verifying the integrity of data used for analysis

Doing ad-hoc analysis and presenting results in a clear manner

Creating automated anomaly detection systems and constant tracking of its performance

Skills and Qualifications

Excellent understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, etc.

Good applied statistics skills, such as Distributions, Statistical Testing, Regression, Time Series Forecasting, Clustering, Decision Tree etc.

Experience with common data science toolkits, such as R, Weka, NumPy, MatLab, etc. Excellence in at least one of these is highly desirable

Good Python scripting and SAS/R programming skills

Good understanding on the current happenings in the analytics industry such as deep learning or NLP.

Exposure to data visualisation tools, such as SAS VA, Tableau/D3.js, PowerBI etc.

Proficiency in using query languages such as SQL, Hive, Pig

Experience with NoSQL databases, such as MongoDB / Cassandra / HBase

Data-oriented personality

Good communication skills"
1523,https://www.glassdoor.co.in/partner/jobListing.htm?pos=122&ao=493587&s=58&guid=0000016baeab3b5d859691f01cba9a00&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_b68c9b5c&cb=1562003586336&jobListingId=3214012353,Data Scientist,GE Healthcare,Bengaluru,"Role Summary:The Data Scientist will be responsible for developing valuable algorithms, rules, KPIs and reports, working cross-functionally with Engineering, GRC, GE Digital, ITPE and others to address statistical, machine learning and data mining problems in an applied research environment. In this role, you will apply modern machine learning and statistical methods for finding structure and value in both large and small data sets.

Essential Responsibilities:â€¢	Identify data sets required to develop predictive models for solving internal and external business problems



Explore data sets and identify data transformation and data quality needs for targeted applications
Develop algorithms and predictive models to derive insights and business value from data
Test and validate algorithms and models using statistical and other techniques
Effectively communicate technical analyses and results to business management
Protect the Intellectual Property rights of the company
Work with technical teams in application and deployment of data mining methods
Perform exploratory, and targeted data analyses
Ensure proper definition of data needs, evaluation of data quality, and critique appropriate statistical analyses; for critical projects, perform needed analyses
Ensure proper definition of data needs, evaluation of data quality, and critique appropriate statistical analyses
Aware of and comply with the GEHC Quality Manual, Quality Management System, Quality Management Policy, Quality Goals, and applicable laws and regulations as they apply to this job type/position
Complete all planned Quality & Compliance training within the defined deadlines
Identify and report any quality or compliance concerns and take immediate corrective action as required
Lead continuous improvement activities by driving the implementation of process and product quality improvement initiatives


Qualifications/Requirements:â€¢	Bachelors degree in Computer Science, Mathematics, or Engineering, or closely related fields



Minimum of 2-3 years of experience in data, analytics, or related industry
Practical understanding of the Data modeling concepts
Experience in one or more analytics software tools and packages e.g. Matlab, R, Python etc
Experience with SQL and one RDBMS product (Oracle, Teradata etc.)
Experience in software development and the software development lifecycle
Ability to clearly communicate program status, issues, risks, plans, etc. to leadership
Proven ability to create and maintain online and printed documentation
Effective team player and contributor with solid communication skills in interfacing with both team members and management
Able to simplify strategy into specific actions with clear accountability, make decisions with speed and accuracy based on best available information, and communicate priorities clearly and concisely.
Extremely knowledgeable in data concepts and technologies


Desired Characteristics:â€¢	Experience with Linux/Unix operating system, shell script, and perl



Experience with one BI visualization software (Tableau, Spotfire, etc.)
Experience with data extraction, data cleansing, data manipulation, ETL tools, and big data technologies, data dictionaries, and data management processes
Global mindset with ability to effectively work on distributed remote teams
Familiarity with IT Systems and software development
Experience / familiarity with Remote Monitoring & Diagnostics
Strong communication skills with ability to communicate effectively / clearly at different levels in the organization
Ability to work well in team environment
PhD. in Computer Science, Mathematics, Applied Statistics OR in ""STEM"" Majors (Science, Technology, Engineering and Math)
Experience to apply theoretical knowledge to solve industrial problems
Experience with integrated Big Data programming environments and Competency in major analytics software packages and programming environments (e.g. Hadoop / Map-Reduce, Mahout; Python, R, Java etc. in Big data paradigms)


About Us:GE Healthcare provides transformational medical technologies that are shaping a new age of patient care. GE Healthcare's expertise in medical imaging and information technologies, medical diagnostics, patient monitoring and life support systems, disease research, drug discovery, and biopharmaceutical manufacturing technologies is helping physicians detect disease earlier and to tailor personalized treatments for patients.

GE Healthcare offers a broad range of products and services that are improving productivity in healthcare and enhancing patient care by enabling healthcare providers to better diagnose and treat cancer, heart disease, neurological diseases, and other conditions. Headquartered in the United Kingdom, GE Healthcare is a $15 billion unit of General Electric Company (NYSE: GE). Worldwide, GE Healthcare employs more than 43,000 people committed to serving healthcare professionals and their patients in more than 100 countries.

GE is an equal opportunity employer.Additional Locations:India;Bengaluru;"
